Country,ISO_Code,Level,GDLCODE,Region,"1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"Angola","AGO","Subnat","AGOr214"," Namibe",,,,,,,,,,,,,,,,,,,,,60.6,,,,,62.8,,
"Angola","AGO","Subnat","AGOr203"," Uige",,,,,,,,,,,,,,,,,,,,,81.4,,,,,86.6,,
"Angola","AGO","Subnat","AGOr202"," Zaire",,,,,,,,,,,,,,,,,,,,,99.2,,,,,68.8,,
"Argentina","ARG","Subnat","ARGr103","Catamarca, La Rioja, San Juan",,,,,,,,,,,,,,,,,,,,,0.77,,,,,,,
"Argentina","ARG","Subnat","ARGr106","Chaco, Formosa",,,,,,,,,,,,,,,,,,,,,6.54,,,,,,,
"Argentina","ARG","Subnat","ARGr107","Chubut, Neuquen, Rio Negro, Santa Cruz, Tierra del Fuego",,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,
"Argentina","ARG","Subnat","ARGr101","City of Buenos Aires",,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,
"Argentina","ARG","Subnat","ARGr104","Cordoba",,,,,,,,,,,,,,,,,,,,,0.37,,,,,,,
"Argentina","ARG","Subnat","ARGr105","Corrientes, Entre Rios, Misiones",,,,,,,,,,,,,,,,,,,,,2.42,,,,,,,
"Argentina","ARG","Subnat","ARGr108","Jujuy, Salta",,,,,,,,,,,,,,,,,,,,,2.73,,,,,,,
"Argentina","ARG","Subnat","ARGr109","La Pampa, San Luis, Mendoza",,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,
"Argentina","ARG","Subnat","ARGr102","Rest of Buenos Aires",,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,
"Argentina","ARG","Subnat","ARGr110","Santa Fe",,,,,,,,,,,,,,,,,,,,,0.26,,,,,,,
