"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","OOF","TOT","MLN_USD","A","1969",46.609578,
"GBR","OOF","TOT","MLN_USD","A","1970",68.544956,
"GBR","OOF","TOT","MLN_USD","A","1971",115.458669,
"GBR","OOF","TOT","MLN_USD","A","1972",2280.960044,
"GBR","OOF","TOT","MLN_USD","A","1973",3868.654989,
"GBR","OOF","TOT","MLN_USD","A","1974",4378.861121,
"GBR","OOF","TOT","MLN_USD","A","1975",3978.4469,
"GBR","OOF","TOT","MLN_USD","A","1976",3861.868443,
"GBR","OOF","TOT","MLN_USD","A","1977",410.755083,
"GBR","OOF","TOT","MLN_USD","A","1978",1196.495032,
"GBR","OOF","TOT","MLN_USD","A","1979",1247.845485,
"GBR","OOF","TOT","MLN_USD","A","1980",-334.278981,
"GBR","OOF","TOT","MLN_USD","A","1981",729.230676,
"GBR","OOF","TOT","MLN_USD","A","1982",344.227731,
"GBR","OOF","TOT","MLN_USD","A","1983",502.913503,
"GBR","OOF","TOT","MLN_USD","A","1984",1224.911519,
"GBR","OOF","TOT","MLN_USD","A","1985",997.59651,
"GBR","OOF","TOT","MLN_USD","A","1986",695.923396,
"GBR","OOF","TOT","MLN_USD","A","1987",484.509519,
"GBR","OOF","TOT","MLN_USD","A","1988",515.524436,
"GBR","OOF","TOT","MLN_USD","A","1989",738.59531,
"GBR","OOF","TOT","MLN_USD","A","1990",860.624749,
"GBR","OOF","TOT","MLN_USD","A","1991",667.911271,
"GBR","OOF","TOT","MLN_USD","A","1992",375.962844,
"GBR","OOF","TOT","MLN_USD","A","1993",194.520275,
"GBR","OOF","TOT","MLN_USD","A","1994",84.064908,
"GBR","OOF","TOT","MLN_USD","A","1995",260.772768,
"GBR","OOF","TOT","MLN_USD","A","1996",76.328329,
"GBR","OOF","TOT","MLN_USD","A","1997",-191.751207,
"GBR","OOF","TOT","MLN_USD","A","1998",-64.042058,
"GBR","OOF","TOT","MLN_USD","A","1999",-28.319591,
"GBR","OOF","TOT","MLN_USD","A","2000",-90.171101,
"GBR","OOF","TOT","MLN_USD","A","2001",29.550054,
"GBR","OOF","TOT","MLN_USD","A","2002",-4.666826,
"GBR","OOF","TOT","MLN_USD","A","2003",54.834223,
"GBR","OOF","TOT","MLN_USD","A","2004",-148.677779,
"GBR","OOF","TOT","MLN_USD","A","2005",-93.251201,
"GBR","OOF","TOT","MLN_USD","A","2006",-58.481605,
"GBR","OOF","TOT","MLN_USD","A","2007",-35.003237,
"GBR","OOF","TOT","MLN_USD","A","2008",-19.611438,
"GBR","OOF","TOT","MLN_USD","A","2009",302.691541,
"GBR","OOF","TOT","MLN_USD","A","2010",-18.879067,
"GBR","OOF","TOT","MLN_USD","A","2011",-37.202783,
"GBR","OOF","TOT","MLN_USD","A","2012",33.566622,
"GBR","OOF","TOT","MLN_USD","A","2013",172.878123,
"GBR","OOF","TOT","MLN_USD","A","2014",35.466138,
"GBR","OOF","TOT","MLN_USD","A","2017",-389.333286,
"GBR","OOF","TOT","MLN_USD","A","2018",-512.61,
"USA","OOF","TOT","MLN_USD","A","1960",491.119172,
"USA","OOF","TOT","MLN_USD","A","1961",3309.68376,
"USA","OOF","TOT","MLN_USD","A","1962",1972.303026,
"USA","OOF","TOT","MLN_USD","A","1963",461.827015,
"USA","OOF","TOT","MLN_USD","A","1964",-1119.528918,
"USA","OOF","TOT","MLN_USD","A","1965",424.989191,
"USA","OOF","TOT","MLN_USD","A","1966",448.414201,
"USA","OOF","TOT","MLN_USD","A","1967",1214.076887,
"USA","OOF","TOT","MLN_USD","A","1968",1674.166946,
"USA","OOF","TOT","MLN_USD","A","1969",890.184769,
"USA","OOF","TOT","MLN_USD","A","1970",702.937172,
"USA","OOF","TOT","MLN_USD","A","1971",862.949385,
"USA","OOF","TOT","MLN_USD","A","1972",4.647137,
"USA","OOF","TOT","MLN_USD","A","1973",30.840014,
"USA","OOF","TOT","MLN_USD","A","1974",1394.487103,
"USA","OOF","TOT","MLN_USD","A","1975",22.195996,
"USA","OOF","TOT","MLN_USD","A","1976",-308.560128,
"USA","OOF","TOT","MLN_USD","A","1977",293.811204,
"USA","OOF","TOT","MLN_USD","A","1978",1616.174925,
"USA","OOF","TOT","MLN_USD","A","1979",1042.376447,
"USA","OOF","TOT","MLN_USD","A","1980",1023.929226,
"USA","OOF","TOT","MLN_USD","A","1981",527.366352,
"USA","OOF","TOT","MLN_USD","A","1982",2382.266855,
"USA","OOF","TOT","MLN_USD","A","1983",-1810.191612,
"USA","OOF","TOT","MLN_USD","A","1984",2260.659652,
"USA","OOF","TOT","MLN_USD","A","1985",2142.796831,
"USA","OOF","TOT","MLN_USD","A","1986",2366.27999,
"USA","OOF","TOT","MLN_USD","A","1987",1984.002936,
"USA","OOF","TOT","MLN_USD","A","1988",5250.011316,
"USA","OOF","TOT","MLN_USD","A","1989",743.040749,
"USA","OOF","TOT","MLN_USD","A","1990",981.564246,
"USA","OOF","TOT","MLN_USD","A","1991",-1301.727632,
"USA","OOF","TOT","MLN_USD","A","1992",5571.445282,
"USA","OOF","TOT","MLN_USD","A","1993",2605.093368,
"USA","OOF","TOT","MLN_USD","A","1994",1830.616233,
"USA","OOF","TOT","MLN_USD","A","1995",3189.639069,
"USA","OOF","TOT","MLN_USD","A","1996",2306.968033,
"USA","OOF","TOT","MLN_USD","A","1997",1373.472875,
"USA","OOF","TOT","MLN_USD","A","1998",304.477159,
"USA","OOF","TOT","MLN_USD","A","1999",6335.418922,
"USA","OOF","TOT","MLN_USD","A","2000",513.253508,
"USA","OOF","TOT","MLN_USD","A","2001",570.739352,
"USA","OOF","TOT","MLN_USD","A","2002",1002.620633,
"USA","OOF","TOT","MLN_USD","A","2003",2734.233701,
"USA","OOF","TOT","MLN_USD","A","2004",883.853357,
"USA","OOF","TOT","MLN_USD","A","2005",439.262568,
"USA","OOF","TOT","MLN_USD","A","2006",388.710082,
"USA","OOF","TOT","MLN_USD","A","2007",-98.509577,
"USA","OOF","TOT","MLN_USD","A","2008",-322.517676,
"USA","OOF","TOT","MLN_USD","A","2009",248.074952,
"USA","OOF","TOT","MLN_USD","A","2010",488.941577,
"USA","OOF","TOT","MLN_USD","A","2011",622.692363,
"USA","OOF","TOT","MLN_USD","A","2012",100.901612,
"USA","OOF","TOT","MLN_USD","A","2013",-43.894493,
"USA","OOF","TOT","MLN_USD","A","2014",45.483623,
"USA","OOF","TOT","MLN_USD","A","2015",526.322793,
"USA","OOF","TOT","MLN_USD","A","2016",228.643831,
"USA","OOF","TOT","MLN_USD","A","2017",408.463348,
"USA","OOF","TOT","MLN_USD","A","2018",98.5,
"DAC","OOF","TOT","MLN_USD","A","1960",2649.775535,
"DAC","OOF","TOT","MLN_USD","A","1961",7423.615727,
"DAC","OOF","TOT","MLN_USD","A","1962",4256.235736,
"DAC","OOF","TOT","MLN_USD","A","1963",1861.076938,
"DAC","OOF","TOT","MLN_USD","A","1964",352.454521,
"DAC","OOF","TOT","MLN_USD","A","1965",2582.043806,
"DAC","OOF","TOT","MLN_USD","A","1966",3586.253257,
"DAC","OOF","TOT","MLN_USD","A","1967",3538.802304,
"DAC","OOF","TOT","MLN_USD","A","1968",5128.46376,
"DAC","OOF","TOT","MLN_USD","A","1969",1853.443117,
"DAC","OOF","TOT","MLN_USD","A","1970",7773.624548,
"DAC","OOF","TOT","MLN_USD","A","1971",5514.766031,
"DAC","OOF","TOT","MLN_USD","A","1972",7537.504254,
"DAC","OOF","TOT","MLN_USD","A","1973",10107.211513,
"DAC","OOF","TOT","MLN_USD","A","1974",10184.412988,
"DAC","OOF","TOT","MLN_USD","A","1975",11088.926881,
"DAC","OOF","TOT","MLN_USD","A","1976",12023.815565,
"DAC","OOF","TOT","MLN_USD","A","1977",7188.155812,
"DAC","OOF","TOT","MLN_USD","A","1978",9761.459953,
"DAC","OOF","TOT","MLN_USD","A","1979",5307.741618,
"DAC","OOF","TOT","MLN_USD","A","1980",6004.315295,
"DAC","OOF","TOT","MLN_USD","A","1981",9774.836486,
"DAC","OOF","TOT","MLN_USD","A","1982",12626.649813,
"DAC","OOF","TOT","MLN_USD","A","1983",5411.580419,
"DAC","OOF","TOT","MLN_USD","A","1984",12358.124965,
"DAC","OOF","TOT","MLN_USD","A","1985",9152.619264,
"DAC","OOF","TOT","MLN_USD","A","1986",7537.699865,
"DAC","OOF","TOT","MLN_USD","A","1987",8422.889546,
"DAC","OOF","TOT","MLN_USD","A","1988",10163.681663,
"DAC","OOF","TOT","MLN_USD","A","1989",9621.250679,
"DAC","OOF","TOT","MLN_USD","A","1990",13112.378221,
"DAC","OOF","TOT","MLN_USD","A","1991",6801.10152,
"DAC","OOF","TOT","MLN_USD","A","1992",12200.589792,
"DAC","OOF","TOT","MLN_USD","A","1993",8427.482427,
"DAC","OOF","TOT","MLN_USD","A","1994",13238.429518,
"DAC","OOF","TOT","MLN_USD","A","1995",12177.111742,
"DAC","OOF","TOT","MLN_USD","A","1996",5738.166535,
"DAC","OOF","TOT","MLN_USD","A","1997",6385.599456,
"DAC","OOF","TOT","MLN_USD","A","1998",10453.326572,
"DAC","OOF","TOT","MLN_USD","A","1999",16102.60948,
"DAC","OOF","TOT","MLN_USD","A","2000",-2582.626688,
"DAC","OOF","TOT","MLN_USD","A","2001",-1597.789358,
"DAC","OOF","TOT","MLN_USD","A","2002",6344.090377,
"DAC","OOF","TOT","MLN_USD","A","2003",6429.516,
"DAC","OOF","TOT","MLN_USD","A","2004",258.183494,
"DAC","OOF","TOT","MLN_USD","A","2005",11565.884975,
"DAC","OOF","TOT","MLN_USD","A","2006",2111.798146,
"DAC","OOF","TOT","MLN_USD","A","2007",1702.702157,
"DAC","OOF","TOT","MLN_USD","A","2008",3038.23636,
"DAC","OOF","TOT","MLN_USD","A","2009",10813.984029,
"DAC","OOF","TOT","MLN_USD","A","2010",7261.104238,
"DAC","OOF","TOT","MLN_USD","A","2011",6701.095331,
"DAC","OOF","TOT","MLN_USD","A","2012",6621.84763,
"DAC","OOF","TOT","MLN_USD","A","2013",4397.993441,
"DAC","OOF","TOT","MLN_USD","A","2014",1893.78173,
"DAC","OOF","TOT","MLN_USD","A","2015",3650.551549,
"DAC","OOF","TOT","MLN_USD","A","2016",-1352.15167,
"DAC","OOF","TOT","MLN_USD","A","2017",-2386.73044,
"DAC","OOF","TOT","MLN_USD","A","2018",49.76,
"RUS","OOF","TOT","MLN_USD","A","2010",168.602077,
"ARE","OOF","TOT","MLN_USD","A","2009",9.369174,
"ARE","OOF","TOT","MLN_USD","A","2010",-1.791221,
"ARE","OOF","TOT","MLN_USD","A","2011",23.01944,
"ARE","OOF","TOT","MLN_USD","A","2012",58.102379,
"ARE","OOF","TOT","MLN_USD","A","2013",7.039688,
"ARE","OOF","TOT","MLN_USD","A","2014",474.877543,
"ARE","OOF","TOT","MLN_USD","A","2015",4037.301314,
"ARE","OOF","TOT","MLN_USD","A","2016",884.360882,
"ARE","OOF","TOT","MLN_USD","A","2018",1363.33,
"CZE","OOF","TOT","MLN_USD","A","2014",0,
"CZE","OOF","TOT","MLN_USD","A","2015",0,
"LTU","OOF","TOT","MLN_USD","A","2014",0.428384,
"LTU","OOF","TOT","MLN_USD","A","2015",0.361002,
"POL","OOF","TOT","MLN_USD","A","2016",-1.102415,
"POL","OOF","TOT","MLN_USD","A","2017",0.126989,
"POL","OOF","TOT","MLN_USD","A","2018",23.82,
"EST","OOF","TOT","MLN_USD","A","2017",0.076591,
"ROU","OOF","TOT","MLN_USD","A","2016",70.369298,
"SAU","OOF","TOT","MLN_USD","A","2015",4.472817,
"SAU","OOF","TOT","MLN_USD","A","2016",5.460327,
"SAU","OOF","TOT","MLN_USD","A","2017",6.064861,
"SVN","OOF","TOT","MLN_USD","A","2018",5.3,
